category,name,slug,image_url,features,overview,technical_info,regular_price,sale_price,is_active,sku_title,sku_id,sku_quantity,sku_shipping_status,sku_weight
Laboratory,Advanced Gloves X-067,advanced-gloves-x-067,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Advanced Gloves X-067 is designed for high performance in laboratory applications.,"Model: JKR-067
Power: 220V
Material: High Grade",4500,3825.0,TRUE,Standard,JKR-067-SKU,310,available,1.5
Consumables,Handheld Scanner X-068,handheld-scanner-x-068,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Handheld Scanner X-068 is designed for high performance in consumables applications.,"Model: JKR-068
Power: 220V
Material: High Grade",4572,3886.2,TRUE,Standard,JKR-068-SKU,220,available,1.5
Diagnostic Tools,Industrial Gloves X-069,industrial-gloves-x-069,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Industrial Gloves X-069 is designed for high performance in diagnostic tools applications.,"Model: JKR-069
Power: 220V
Material: High Grade",1924,1635.4,TRUE,Standard,JKR-069-SKU,356,available,1.5
Laboratory,Automatic Kit X-070,automatic-kit-x-070,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Automatic Kit X-070 is designed for high performance in laboratory applications.,"Model: JKR-070
Power: 220V
Material: High Grade",1278,1086.3,TRUE,Standard,JKR-070-SKU,367,available,1.5
Consumables,Compact Monitor X-071,compact-monitor-x-071,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Compact Monitor X-071 is designed for high performance in consumables applications.,"Model: JKR-071
Power: 220V
Material: High Grade",3404,2893.4,TRUE,Standard,JKR-071-SKU,154,available,1.5
Surgical Supplies,Portable Meter X-072,portable-meter-x-072,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Portable Meter X-072 is designed for high performance in surgical supplies applications.,"Model: JKR-072
Power: 220V
Material: High Grade",4621,3927.85,TRUE,Standard,JKR-072-SKU,171,available,1.5
Laboratory,Portable Monitor X-073,portable-monitor-x-073,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Portable Monitor X-073 is designed for high performance in laboratory applications.,"Model: JKR-073
Power: 220V
Material: High Grade",3291,2797.35,TRUE,Standard,JKR-073-SKU,330,available,1.5
Medical Equipment,Industrial Meter X-074,industrial-meter-x-074,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Industrial Meter X-074 is designed for high performance in medical equipment applications.,"Model: JKR-074
Power: 220V
Material: High Grade",1247,1059.95,TRUE,Standard,JKR-074-SKU,338,available,1.5
Surgical Supplies,Premium Meter X-075,premium-meter-x-075,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Premium Meter X-075 is designed for high performance in surgical supplies applications.,"Model: JKR-075
Power: 220V
Material: High Grade",3725,3166.25,TRUE,Standard,JKR-075-SKU,327,available,1.5
Laboratory,Industrial Monitor X-076,industrial-monitor-x-076,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Industrial Monitor X-076 is designed for high performance in laboratory applications.,"Model: JKR-076
Power: 220V
Material: High Grade",2364,2009.4,TRUE,Standard,JKR-076-SKU,48,available,1.5
Laboratory,Digital Pump X-077,digital-pump-x-077,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Digital Pump X-077 is designed for high performance in laboratory applications.,"Model: JKR-077
Power: 220V
Material: High Grade",2261,1921.85,TRUE,Standard,JKR-077-SKU,265,available,1.5
Consumables,Handheld Kit X-078,handheld-kit-x-078,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Handheld Kit X-078 is designed for high performance in consumables applications.,"Model: JKR-078
Power: 220V
Material: High Grade",354,300.9,TRUE,Standard,JKR-078-SKU,368,available,1.5
Laboratory,Digital Kit X-079,digital-kit-x-079,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Digital Kit X-079 is designed for high performance in laboratory applications.,"Model: JKR-079
Power: 220V
Material: High Grade",2267,1926.95,TRUE,Standard,JKR-079-SKU,234,available,1.5
Laboratory,Digital Scanner X-080,digital-scanner-x-080,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Digital Scanner X-080 is designed for high performance in laboratory applications.,"Model: JKR-080
Power: 220V
Material: High Grade",4907,4170.95,TRUE,Standard,JKR-080-SKU,350,available,1.5
Laboratory,Premium Kit X-081,premium-kit-x-081,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Premium Kit X-081 is designed for high performance in laboratory applications.,"Model: JKR-081
Power: 220V
Material: High Grade",1220,1037.0,TRUE,Standard,JKR-081-SKU,497,available,1.5
Laboratory,Digital Meter X-082,digital-meter-x-082,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Digital Meter X-082 is designed for high performance in laboratory applications.,"Model: JKR-082
Power: 220V
Material: High Grade",425,361.25,TRUE,Standard,JKR-082-SKU,76,available,1.5
Home Care,Handheld Meter X-083,handheld-meter-x-083,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Handheld Meter X-083 is designed for high performance in home care applications.,"Model: JKR-083
Power: 220V
Material: High Grade",2138,1817.3,TRUE,Standard,JKR-083-SKU,64,available,1.5
Consumables,Compact Kit X-084,compact-kit-x-084,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Compact Kit X-084 is designed for high performance in consumables applications.,"Model: JKR-084
Power: 220V
Material: High Grade",4648,3950.8,TRUE,Standard,JKR-084-SKU,128,available,1.5
Laboratory,Industrial Kit X-085,industrial-kit-x-085,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Industrial Kit X-085 is designed for high performance in laboratory applications.,"Model: JKR-085
Power: 220V
Material: High Grade",1298,1103.3,TRUE,Standard,JKR-085-SKU,354,available,1.5
Home Care,Industrial Scanner X-086,industrial-scanner-x-086,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Industrial Scanner X-086 is designed for high performance in home care applications.,"Model: JKR-086
Power: 220V
Material: High Grade",3534,3003.9,TRUE,Standard,JKR-086-SKU,409,available,1.5
Laboratory,Premium Ventilator X-087,premium-ventilator-x-087,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Premium Ventilator X-087 is designed for high performance in laboratory applications.,"Model: JKR-087
Power: 220V
Material: High Grade",1528,1298.8,TRUE,Standard,JKR-087-SKU,3,available,1.5
Medical Equipment,Advanced Meter X-088,advanced-meter-x-088,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Advanced Meter X-088 is designed for high performance in medical equipment applications.,"Model: JKR-088
Power: 220V
Material: High Grade",1103,937.55,TRUE,Standard,JKR-088-SKU,299,available,1.5
Medical Equipment,Portable Scale X-089,portable-scale-x-089,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Portable Scale X-089 is designed for high performance in medical equipment applications.,"Model: JKR-089
Power: 220V
Material: High Grade",3418,2905.3,TRUE,Standard,JKR-089-SKU,370,available,1.5
Consumables,Compact Meter X-090,compact-meter-x-090,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Compact Meter X-090 is designed for high performance in consumables applications.,"Model: JKR-090
Power: 220V
Material: High Grade",3178,2701.3,TRUE,Standard,JKR-090-SKU,115,available,1.5
Laboratory,Handheld Scanner X-091,handheld-scanner-x-091,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Handheld Scanner X-091 is designed for high performance in laboratory applications.,"Model: JKR-091
Power: 220V
Material: High Grade",387,328.95,TRUE,Standard,JKR-091-SKU,386,available,1.5
Surgical Supplies,Automatic Monitor X-092,automatic-monitor-x-092,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Automatic Monitor X-092 is designed for high performance in surgical supplies applications.,"Model: JKR-092
Power: 220V
Material: High Grade",1983,1685.55,TRUE,Standard,JKR-092-SKU,495,available,1.5
Consumables,Industrial Cylinder X-093,industrial-cylinder-x-093,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Industrial Cylinder X-093 is designed for high performance in consumables applications.,"Model: JKR-093
Power: 220V
Material: High Grade",1042,885.7,TRUE,Standard,JKR-093-SKU,126,available,1.5
Home Care,Handheld Scale X-094,handheld-scale-x-094,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Handheld Scale X-094 is designed for high performance in home care applications.,"Model: JKR-094
Power: 220V
Material: High Grade",4995,4245.75,TRUE,Standard,JKR-094-SKU,435,available,1.5
Surgical Supplies,Automatic Cylinder X-095,automatic-cylinder-x-095,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Automatic Cylinder X-095 is designed for high performance in surgical supplies applications.,"Model: JKR-095
Power: 220V
Material: High Grade",1489,1265.65,TRUE,Standard,JKR-095-SKU,110,available,1.5
Diagnostic Tools,Handheld Kit X-096,handheld-kit-x-096,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Handheld Kit X-096 is designed for high performance in diagnostic tools applications.,"Model: JKR-096
Power: 220V
Material: High Grade",2325,1976.25,TRUE,Standard,JKR-096-SKU,76,available,1.5
Home Care,Advanced Gloves X-097,advanced-gloves-x-097,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Advanced Gloves X-097 is designed for high performance in home care applications.,"Model: JKR-097
Power: 220V
Material: High Grade",3473,2952.05,TRUE,Standard,JKR-097-SKU,290,available,1.5
Home Care,Industrial Ventilator X-098,industrial-ventilator-x-098,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Industrial Ventilator X-098 is designed for high performance in home care applications.,"Model: JKR-098
Power: 220V
Material: High Grade",3435,2919.75,TRUE,Standard,JKR-098-SKU,247,available,1.5
Diagnostic Tools,Premium Needles X-099,premium-needles-x-099,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Premium Needles X-099 is designed for high performance in diagnostic tools applications.,"Model: JKR-099
Power: 220V
Material: High Grade",4586,3898.1,TRUE,Standard,JKR-099-SKU,359,available,1.5
Laboratory,Premium Gloves X-100,premium-gloves-x-100,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Premium Gloves X-100 is designed for high performance in laboratory applications.,"Model: JKR-100
Power: 220V
Material: High Grade",2290,1946.5,TRUE,Standard,JKR-100-SKU,175,available,1.5
Consumables,Industrial Monitor X-101,industrial-monitor-x-101,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Industrial Monitor X-101 is designed for high performance in consumables applications.,"Model: JKR-101
Power: 220V
Material: High Grade",769,653.65,TRUE,Standard,JKR-101-SKU,200,available,1.5
Medical Equipment,Portable Scale X-102,portable-scale-x-102,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Portable Scale X-102 is designed for high performance in medical equipment applications.,"Model: JKR-102
Power: 220V
Material: High Grade",3500,2975.0,TRUE,Standard,JKR-102-SKU,467,available,1.5
Home Care,Portable Needles X-103,portable-needles-x-103,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Portable Needles X-103 is designed for high performance in home care applications.,"Model: JKR-103
Power: 220V
Material: High Grade",4937,4196.45,TRUE,Standard,JKR-103-SKU,97,available,1.5
Laboratory,Digital Kit X-104,digital-kit-x-104,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Digital Kit X-104 is designed for high performance in laboratory applications.,"Model: JKR-104
Power: 220V
Material: High Grade",1697,1442.45,TRUE,Standard,JKR-104-SKU,35,available,1.5
Home Care,Industrial Ventilator X-105,industrial-ventilator-x-105,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Industrial Ventilator X-105 is designed for high performance in home care applications.,"Model: JKR-105
Power: 220V
Material: High Grade",1844,1567.4,TRUE,Standard,JKR-105-SKU,114,available,1.5
Laboratory,Portable Scale X-106,portable-scale-x-106,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Portable Scale X-106 is designed for high performance in laboratory applications.,"Model: JKR-106
Power: 220V
Material: High Grade",2705,2299.25,TRUE,Standard,JKR-106-SKU,496,available,1.5
Laboratory,Portable Scale X-107,portable-scale-x-107,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Portable Scale X-107 is designed for high performance in laboratory applications.,"Model: JKR-107
Power: 220V
Material: High Grade",3222,2738.7,TRUE,Standard,JKR-107-SKU,41,available,1.5
Diagnostic Tools,Automatic Ventilator X-108,automatic-ventilator-x-108,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Automatic Ventilator X-108 is designed for high performance in diagnostic tools applications.,"Model: JKR-108
Power: 220V
Material: High Grade",760,646.0,TRUE,Standard,JKR-108-SKU,248,available,1.5
Consumables,Portable Cylinder X-109,portable-cylinder-x-109,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Portable Cylinder X-109 is designed for high performance in consumables applications.,"Model: JKR-109
Power: 220V
Material: High Grade",2036,1730.6,TRUE,Standard,JKR-109-SKU,26,available,1.5
Home Care,Premium Pump X-110,premium-pump-x-110,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Premium Pump X-110 is designed for high performance in home care applications.,"Model: JKR-110
Power: 220V
Material: High Grade",3462,2942.7,TRUE,Standard,JKR-110-SKU,144,available,1.5
Diagnostic Tools,Premium Scale X-111,premium-scale-x-111,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Premium Scale X-111 is designed for high performance in diagnostic tools applications.,"Model: JKR-111
Power: 220V
Material: High Grade",2132,1812.2,TRUE,Standard,JKR-111-SKU,384,available,1.5
Home Care,Digital Pump X-112,digital-pump-x-112,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Digital Pump X-112 is designed for high performance in home care applications.,"Model: JKR-112
Power: 220V
Material: High Grade",3612,3070.2,TRUE,Standard,JKR-112-SKU,11,available,1.5
Medical Equipment,Digital Ventilator X-113,digital-ventilator-x-113,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Digital Ventilator X-113 is designed for high performance in medical equipment applications.,"Model: JKR-113
Power: 220V
Material: High Grade",2392,2033.2,TRUE,Standard,JKR-113-SKU,482,available,1.5
Home Care,Handheld Scanner X-114,handheld-scanner-x-114,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Handheld Scanner X-114 is designed for high performance in home care applications.,"Model: JKR-114
Power: 220V
Material: High Grade",1263,1073.55,TRUE,Standard,JKR-114-SKU,354,available,1.5
Diagnostic Tools,Compact Gloves X-115,compact-gloves-x-115,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Compact Gloves X-115 is designed for high performance in diagnostic tools applications.,"Model: JKR-115
Power: 220V
Material: High Grade",767,651.95,TRUE,Standard,JKR-115-SKU,160,available,1.5
Laboratory,Portable Ventilator X-116,portable-ventilator-x-116,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Portable Ventilator X-116 is designed for high performance in laboratory applications.,"Model: JKR-116
Power: 220V
Material: High Grade",1712,1455.2,TRUE,Standard,JKR-116-SKU,428,available,1.5
Home Care,Handheld Cylinder X-117,handheld-cylinder-x-117,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Handheld Cylinder X-117 is designed for high performance in home care applications.,"Model: JKR-117
Power: 220V
Material: High Grade",2532,2152.2,TRUE,Standard,JKR-117-SKU,497,available,1.5
Surgical Supplies,Industrial Cylinder X-118,industrial-cylinder-x-118,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Industrial Cylinder X-118 is designed for high performance in surgical supplies applications.,"Model: JKR-118
Power: 220V
Material: High Grade",3073,2612.05,TRUE,Standard,JKR-118-SKU,399,available,1.5
Consumables,Portable Cylinder X-119,portable-cylinder-x-119,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Portable Cylinder X-119 is designed for high performance in consumables applications.,"Model: JKR-119
Power: 220V
Material: High Grade",708,601.8,TRUE,Standard,JKR-119-SKU,467,available,1.5
Laboratory,Handheld Ventilator X-120,handheld-ventilator-x-120,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Handheld Ventilator X-120 is designed for high performance in laboratory applications.,"Model: JKR-120
Power: 220V
Material: High Grade",235,199.75,TRUE,Standard,JKR-120-SKU,447,available,1.5
Diagnostic Tools,Advanced Ventilator X-121,advanced-ventilator-x-121,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Advanced Ventilator X-121 is designed for high performance in diagnostic tools applications.,"Model: JKR-121
Power: 220V
Material: High Grade",1768,1502.8,TRUE,Standard,JKR-121-SKU,148,available,1.5
Medical Equipment,Automatic Pump X-122,automatic-pump-x-122,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Automatic Pump X-122 is designed for high performance in medical equipment applications.,"Model: JKR-122
Power: 220V
Material: High Grade",3495,2970.75,TRUE,Standard,JKR-122-SKU,319,available,1.5
Laboratory,Digital Ventilator X-123,digital-ventilator-x-123,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Digital Ventilator X-123 is designed for high performance in laboratory applications.,"Model: JKR-123
Power: 220V
Material: High Grade",675,573.75,TRUE,Standard,JKR-123-SKU,213,available,1.5
Diagnostic Tools,Industrial Needles X-124,industrial-needles-x-124,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Industrial Needles X-124 is designed for high performance in diagnostic tools applications.,"Model: JKR-124
Power: 220V
Material: High Grade",2507,2130.95,TRUE,Standard,JKR-124-SKU,267,available,1.5
Medical Equipment,Premium Cylinder X-125,premium-cylinder-x-125,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Premium Cylinder X-125 is designed for high performance in medical equipment applications.,"Model: JKR-125
Power: 220V
Material: High Grade",4889,4155.65,TRUE,Standard,JKR-125-SKU,320,available,1.5
Consumables,Portable Scale X-126,portable-scale-x-126,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Portable Scale X-126 is designed for high performance in consumables applications.,"Model: JKR-126
Power: 220V
Material: High Grade",626,532.1,TRUE,Standard,JKR-126-SKU,360,available,1.5
Laboratory,Automatic Monitor X-127,automatic-monitor-x-127,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Automatic Monitor X-127 is designed for high performance in laboratory applications.,"Model: JKR-127
Power: 220V
Material: High Grade",1639,1393.15,TRUE,Standard,JKR-127-SKU,42,available,1.5
Diagnostic Tools,Digital Needles X-128,digital-needles-x-128,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Digital Needles X-128 is designed for high performance in diagnostic tools applications.,"Model: JKR-128
Power: 220V
Material: High Grade",1775,1508.75,TRUE,Standard,JKR-128-SKU,467,available,1.5
Consumables,Handheld Scale X-129,handheld-scale-x-129,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Handheld Scale X-129 is designed for high performance in consumables applications.,"Model: JKR-129
Power: 220V
Material: High Grade",4750,4037.5,TRUE,Standard,JKR-129-SKU,225,available,1.5
Home Care,Industrial Gloves X-130,industrial-gloves-x-130,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Industrial Gloves X-130 is designed for high performance in home care applications.,"Model: JKR-130
Power: 220V
Material: High Grade",4865,4135.25,TRUE,Standard,JKR-130-SKU,273,available,1.5
Surgical Supplies,Automatic Needles X-131,automatic-needles-x-131,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Automatic Needles X-131 is designed for high performance in surgical supplies applications.,"Model: JKR-131
Power: 220V
Material: High Grade",1049,891.65,TRUE,Standard,JKR-131-SKU,468,available,1.5
Diagnostic Tools,Advanced Gloves X-132,advanced-gloves-x-132,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Advanced Gloves X-132 is designed for high performance in diagnostic tools applications.,"Model: JKR-132
Power: 220V
Material: High Grade",526,447.1,TRUE,Standard,JKR-132-SKU,490,available,1.5
