category,name,slug,image_url,features,overview,technical_info,regular_price,sale_price,is_active,sku_title,sku_id,sku_quantity,sku_shipping_status,sku_weight
Laboratory,Digital Meter X-133,digital-meter-x-133,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Digital Meter X-133 is designed for high performance in laboratory applications.,"Model: JKR-133
Power: 220V
Material: High Grade",767,651.95,TRUE,Standard,JKR-133-SKU,348,available,1.5
Consumables,Handheld Ventilator X-134,handheld-ventilator-x-134,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Handheld Ventilator X-134 is designed for high performance in consumables applications.,"Model: JKR-134
Power: 220V
Material: High Grade",4104,3488.4,TRUE,Standard,JKR-134-SKU,482,available,1.5
Laboratory,Handheld Monitor X-135,handheld-monitor-x-135,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Handheld Monitor X-135 is designed for high performance in laboratory applications.,"Model: JKR-135
Power: 220V
Material: High Grade",1177,1000.45,TRUE,Standard,JKR-135-SKU,160,available,1.5
Home Care,Compact Needles X-136,compact-needles-x-136,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Compact Needles X-136 is designed for high performance in home care applications.,"Model: JKR-136
Power: 220V
Material: High Grade",3985,3387.25,TRUE,Standard,JKR-136-SKU,347,available,1.5
Medical Equipment,Portable Scale X-137,portable-scale-x-137,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Portable Scale X-137 is designed for high performance in medical equipment applications.,"Model: JKR-137
Power: 220V
Material: High Grade",3978,3381.3,TRUE,Standard,JKR-137-SKU,86,available,1.5
Home Care,Portable Gloves X-138,portable-gloves-x-138,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Portable Gloves X-138 is designed for high performance in home care applications.,"Model: JKR-138
Power: 220V
Material: High Grade",2840,2414.0,TRUE,Standard,JKR-138-SKU,325,available,1.5
Consumables,Compact Scale X-139,compact-scale-x-139,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Compact Scale X-139 is designed for high performance in consumables applications.,"Model: JKR-139
Power: 220V
Material: High Grade",568,482.8,TRUE,Standard,JKR-139-SKU,385,available,1.5
Diagnostic Tools,Handheld Cylinder X-140,handheld-cylinder-x-140,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Handheld Cylinder X-140 is designed for high performance in diagnostic tools applications.,"Model: JKR-140
Power: 220V
Material: High Grade",4177,3550.45,TRUE,Standard,JKR-140-SKU,11,available,1.5
Laboratory,Handheld Kit X-141,handheld-kit-x-141,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Handheld Kit X-141 is designed for high performance in laboratory applications.,"Model: JKR-141
Power: 220V
Material: High Grade",2248,1910.8,TRUE,Standard,JKR-141-SKU,145,available,1.5
Laboratory,Compact Cylinder X-142,compact-cylinder-x-142,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Compact Cylinder X-142 is designed for high performance in laboratory applications.,"Model: JKR-142
Power: 220V
Material: High Grade",4062,3452.7,TRUE,Standard,JKR-142-SKU,413,available,1.5
Surgical Supplies,Compact Pump X-143,compact-pump-x-143,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Compact Pump X-143 is designed for high performance in surgical supplies applications.,"Model: JKR-143
Power: 220V
Material: High Grade",3648,3100.8,TRUE,Standard,JKR-143-SKU,369,available,1.5
Surgical Supplies,Automatic Kit X-144,automatic-kit-x-144,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Automatic Kit X-144 is designed for high performance in surgical supplies applications.,"Model: JKR-144
Power: 220V
Material: High Grade",324,275.4,TRUE,Standard,JKR-144-SKU,446,available,1.5
Surgical Supplies,Digital Ventilator X-145,digital-ventilator-x-145,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Digital Ventilator X-145 is designed for high performance in surgical supplies applications.,"Model: JKR-145
Power: 220V
Material: High Grade",2997,2547.45,TRUE,Standard,JKR-145-SKU,416,available,1.5
Laboratory,Premium Scanner X-146,premium-scanner-x-146,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Premium Scanner X-146 is designed for high performance in laboratory applications.,"Model: JKR-146
Power: 220V
Material: High Grade",3156,2682.6,TRUE,Standard,JKR-146-SKU,353,available,1.5
Consumables,Digital Meter X-147,digital-meter-x-147,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Digital Meter X-147 is designed for high performance in consumables applications.,"Model: JKR-147
Power: 220V
Material: High Grade",789,670.65,TRUE,Standard,JKR-147-SKU,309,available,1.5
Home Care,Automatic Gloves X-148,automatic-gloves-x-148,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Automatic Gloves X-148 is designed for high performance in home care applications.,"Model: JKR-148
Power: 220V
Material: High Grade",785,667.25,TRUE,Standard,JKR-148-SKU,365,available,1.5
Home Care,Advanced Pump X-149,advanced-pump-x-149,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Advanced Pump X-149 is designed for high performance in home care applications.,"Model: JKR-149
Power: 220V
Material: High Grade",3815,3242.75,TRUE,Standard,JKR-149-SKU,362,available,1.5
Laboratory,Compact Scale X-150,compact-scale-x-150,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Compact Scale X-150 is designed for high performance in laboratory applications.,"Model: JKR-150
Power: 220V
Material: High Grade",2495,2120.75,TRUE,Standard,JKR-150-SKU,98,available,1.5
Laboratory,Premium Scale X-151,premium-scale-x-151,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Premium Scale X-151 is designed for high performance in laboratory applications.,"Model: JKR-151
Power: 220V
Material: High Grade",4243,3606.55,TRUE,Standard,JKR-151-SKU,41,available,1.5
Home Care,Portable Kit X-152,portable-kit-x-152,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Portable Kit X-152 is designed for high performance in home care applications.,"Model: JKR-152
Power: 220V
Material: High Grade",4103,3487.55,TRUE,Standard,JKR-152-SKU,257,available,1.5
Diagnostic Tools,Portable Scale X-153,portable-scale-x-153,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Portable Scale X-153 is designed for high performance in diagnostic tools applications.,"Model: JKR-153
Power: 220V
Material: High Grade",4164,3539.4,TRUE,Standard,JKR-153-SKU,398,available,1.5
Diagnostic Tools,Handheld Ventilator X-154,handheld-ventilator-x-154,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Handheld Ventilator X-154 is designed for high performance in diagnostic tools applications.,"Model: JKR-154
Power: 220V
Material: High Grade",2039,1733.15,TRUE,Standard,JKR-154-SKU,47,available,1.5
Surgical Supplies,Automatic Monitor X-155,automatic-monitor-x-155,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Automatic Monitor X-155 is designed for high performance in surgical supplies applications.,"Model: JKR-155
Power: 220V
Material: High Grade",1254,1065.9,TRUE,Standard,JKR-155-SKU,207,available,1.5
Diagnostic Tools,Portable Pump X-156,portable-pump-x-156,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Portable Pump X-156 is designed for high performance in diagnostic tools applications.,"Model: JKR-156
Power: 220V
Material: High Grade",3397,2887.45,TRUE,Standard,JKR-156-SKU,419,available,1.5
Surgical Supplies,Industrial Pump X-157,industrial-pump-x-157,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Industrial Pump X-157 is designed for high performance in surgical supplies applications.,"Model: JKR-157
Power: 220V
Material: High Grade",188,159.8,TRUE,Standard,JKR-157-SKU,335,available,1.5
Laboratory,Digital Meter X-158,digital-meter-x-158,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Digital Meter X-158 is designed for high performance in laboratory applications.,"Model: JKR-158
Power: 220V
Material: High Grade",1366,1161.1,TRUE,Standard,JKR-158-SKU,228,available,1.5
Diagnostic Tools,Handheld Cylinder X-159,handheld-cylinder-x-159,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Handheld Cylinder X-159 is designed for high performance in diagnostic tools applications.,"Model: JKR-159
Power: 220V
Material: High Grade",266,226.1,TRUE,Standard,JKR-159-SKU,163,available,1.5
Diagnostic Tools,Automatic Gloves X-160,automatic-gloves-x-160,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Automatic Gloves X-160 is designed for high performance in diagnostic tools applications.,"Model: JKR-160
Power: 220V
Material: High Grade",1685,1432.25,TRUE,Standard,JKR-160-SKU,55,available,1.5
Consumables,Compact Meter X-161,compact-meter-x-161,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Compact Meter X-161 is designed for high performance in consumables applications.,"Model: JKR-161
Power: 220V
Material: High Grade",1997,1697.45,TRUE,Standard,JKR-161-SKU,458,available,1.5
Home Care,Handheld Cylinder X-162,handheld-cylinder-x-162,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Handheld Cylinder X-162 is designed for high performance in home care applications.,"Model: JKR-162
Power: 220V
Material: High Grade",2474,2102.9,TRUE,Standard,JKR-162-SKU,120,available,1.5
Laboratory,Advanced Scanner X-163,advanced-scanner-x-163,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Advanced Scanner X-163 is designed for high performance in laboratory applications.,"Model: JKR-163
Power: 220V
Material: High Grade",4055,3446.75,TRUE,Standard,JKR-163-SKU,172,available,1.5
Laboratory,Portable Pump X-164,portable-pump-x-164,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Portable Pump X-164 is designed for high performance in laboratory applications.,"Model: JKR-164
Power: 220V
Material: High Grade",4410,3748.5,TRUE,Standard,JKR-164-SKU,14,available,1.5
Medical Equipment,Premium Kit X-165,premium-kit-x-165,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Premium Kit X-165 is designed for high performance in medical equipment applications.,"Model: JKR-165
Power: 220V
Material: High Grade",2592,2203.2,TRUE,Standard,JKR-165-SKU,205,available,1.5
Home Care,Digital Meter X-166,digital-meter-x-166,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Digital Meter X-166 is designed for high performance in home care applications.,"Model: JKR-166
Power: 220V
Material: High Grade",3704,3148.4,TRUE,Standard,JKR-166-SKU,63,available,1.5
Diagnostic Tools,Industrial Ventilator X-167,industrial-ventilator-x-167,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Industrial Ventilator X-167 is designed for high performance in diagnostic tools applications.,"Model: JKR-167
Power: 220V
Material: High Grade",1854,1575.9,TRUE,Standard,JKR-167-SKU,393,available,1.5
Laboratory,Digital Gloves X-168,digital-gloves-x-168,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Digital Gloves X-168 is designed for high performance in laboratory applications.,"Model: JKR-168
Power: 220V
Material: High Grade",241,204.85,TRUE,Standard,JKR-168-SKU,230,available,1.5
Laboratory,Premium Pump X-169,premium-pump-x-169,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Premium Pump X-169 is designed for high performance in laboratory applications.,"Model: JKR-169
Power: 220V
Material: High Grade",426,362.1,TRUE,Standard,JKR-169-SKU,166,available,1.5
Laboratory,Portable Kit X-170,portable-kit-x-170,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Portable Kit X-170 is designed for high performance in laboratory applications.,"Model: JKR-170
Power: 220V
Material: High Grade",3050,2592.5,TRUE,Standard,JKR-170-SKU,408,available,1.5
Home Care,Premium Pump X-171,premium-pump-x-171,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Premium Pump X-171 is designed for high performance in home care applications.,"Model: JKR-171
Power: 220V
Material: High Grade",4255,3616.75,TRUE,Standard,JKR-171-SKU,278,available,1.5
Medical Equipment,Automatic Gloves X-172,automatic-gloves-x-172,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Automatic Gloves X-172 is designed for high performance in medical equipment applications.,"Model: JKR-172
Power: 220V
Material: High Grade",3376,2869.6,TRUE,Standard,JKR-172-SKU,458,available,1.5
Surgical Supplies,Industrial Kit X-173,industrial-kit-x-173,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Industrial Kit X-173 is designed for high performance in surgical supplies applications.,"Model: JKR-173
Power: 220V
Material: High Grade",3733,3173.05,TRUE,Standard,JKR-173-SKU,462,available,1.5
Laboratory,Industrial Needles X-174,industrial-needles-x-174,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Industrial Needles X-174 is designed for high performance in laboratory applications.,"Model: JKR-174
Power: 220V
Material: High Grade",4974,4227.9,TRUE,Standard,JKR-174-SKU,297,available,1.5
Diagnostic Tools,Digital Needles X-175,digital-needles-x-175,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Digital Needles X-175 is designed for high performance in diagnostic tools applications.,"Model: JKR-175
Power: 220V
Material: High Grade",4016,3413.6,TRUE,Standard,JKR-175-SKU,489,available,1.5
Home Care,Portable Cylinder X-176,portable-cylinder-x-176,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Portable Cylinder X-176 is designed for high performance in home care applications.,"Model: JKR-176
Power: 220V
Material: High Grade",2572,2186.2,TRUE,Standard,JKR-176-SKU,403,available,1.5
Home Care,Compact Needles X-177,compact-needles-x-177,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Compact Needles X-177 is designed for high performance in home care applications.,"Model: JKR-177
Power: 220V
Material: High Grade",3030,2575.5,TRUE,Standard,JKR-177-SKU,176,available,1.5
Laboratory,Compact Scale X-178,compact-scale-x-178,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Compact Scale X-178 is designed for high performance in laboratory applications.,"Model: JKR-178
Power: 220V
Material: High Grade",477,405.45,TRUE,Standard,JKR-178-SKU,415,available,1.5
Surgical Supplies,Advanced Kit X-179,advanced-kit-x-179,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Advanced Kit X-179 is designed for high performance in surgical supplies applications.,"Model: JKR-179
Power: 220V
Material: High Grade",1047,889.95,TRUE,Standard,JKR-179-SKU,440,available,1.5
Medical Equipment,Automatic Cylinder X-180,automatic-cylinder-x-180,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Automatic Cylinder X-180 is designed for high performance in medical equipment applications.,"Model: JKR-180
Power: 220V
Material: High Grade",4576,3889.6,TRUE,Standard,JKR-180-SKU,250,available,1.5
Laboratory,Compact Needles X-181,compact-needles-x-181,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Compact Needles X-181 is designed for high performance in laboratory applications.,"Model: JKR-181
Power: 220V
Material: High Grade",1120,952.0,TRUE,Standard,JKR-181-SKU,186,available,1.5
Surgical Supplies,Automatic Kit X-182,automatic-kit-x-182,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Automatic Kit X-182 is designed for high performance in surgical supplies applications.,"Model: JKR-182
Power: 220V
Material: High Grade",4019,3416.15,TRUE,Standard,JKR-182-SKU,494,available,1.5
Home Care,Industrial Meter X-183,industrial-meter-x-183,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Industrial Meter X-183 is designed for high performance in home care applications.,"Model: JKR-183
Power: 220V
Material: High Grade",1871,1590.35,TRUE,Standard,JKR-183-SKU,379,available,1.5
Laboratory,Automatic Cylinder X-184,automatic-cylinder-x-184,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Automatic Cylinder X-184 is designed for high performance in laboratory applications.,"Model: JKR-184
Power: 220V
Material: High Grade",3414,2901.9,TRUE,Standard,JKR-184-SKU,66,available,1.5
Medical Equipment,Compact Pump X-185,compact-pump-x-185,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Compact Pump X-185 is designed for high performance in medical equipment applications.,"Model: JKR-185
Power: 220V
Material: High Grade",2780,2363.0,TRUE,Standard,JKR-185-SKU,80,available,1.5
Diagnostic Tools,Premium Monitor X-186,premium-monitor-x-186,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Premium Monitor X-186 is designed for high performance in diagnostic tools applications.,"Model: JKR-186
Power: 220V
Material: High Grade",4005,3404.25,TRUE,Standard,JKR-186-SKU,214,available,1.5
Consumables,Digital Pump X-187,digital-pump-x-187,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Digital Pump X-187 is designed for high performance in consumables applications.,"Model: JKR-187
Power: 220V
Material: High Grade",530,450.5,TRUE,Standard,JKR-187-SKU,138,available,1.5
Consumables,Portable Needles X-188,portable-needles-x-188,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Portable Needles X-188 is designed for high performance in consumables applications.,"Model: JKR-188
Power: 220V
Material: High Grade",4691,3987.35,TRUE,Standard,JKR-188-SKU,394,available,1.5
Laboratory,Advanced Pump X-189,advanced-pump-x-189,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Advanced Pump X-189 is designed for high performance in laboratory applications.,"Model: JKR-189
Power: 220V
Material: High Grade",1456,1237.6,TRUE,Standard,JKR-189-SKU,440,available,1.5
Medical Equipment,Digital Scanner X-190,digital-scanner-x-190,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Digital Scanner X-190 is designed for high performance in medical equipment applications.,"Model: JKR-190
Power: 220V
Material: High Grade",3812,3240.2,TRUE,Standard,JKR-190-SKU,165,available,1.5
Laboratory,Portable Scale X-191,portable-scale-x-191,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Portable Scale X-191 is designed for high performance in laboratory applications.,"Model: JKR-191
Power: 220V
Material: High Grade",1087,923.95,TRUE,Standard,JKR-191-SKU,452,available,1.5
Medical Equipment,Premium Ventilator X-192,premium-ventilator-x-192,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Premium Ventilator X-192 is designed for high performance in medical equipment applications.,"Model: JKR-192
Power: 220V
Material: High Grade",1710,1453.5,TRUE,Standard,JKR-192-SKU,83,available,1.5
Surgical Supplies,Automatic Cylinder X-193,automatic-cylinder-x-193,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Automatic Cylinder X-193 is designed for high performance in surgical supplies applications.,"Model: JKR-193
Power: 220V
Material: High Grade",2636,2240.6,TRUE,Standard,JKR-193-SKU,15,available,1.5
Home Care,Automatic Scanner X-194,automatic-scanner-x-194,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Automatic Scanner X-194 is designed for high performance in home care applications.,"Model: JKR-194
Power: 220V
Material: High Grade",2142,1820.7,TRUE,Standard,JKR-194-SKU,493,available,1.5
Home Care,Compact Gloves X-195,compact-gloves-x-195,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Compact Gloves X-195 is designed for high performance in home care applications.,"Model: JKR-195
Power: 220V
Material: High Grade",2828,2403.8,TRUE,Standard,JKR-195-SKU,27,available,1.5
Medical Equipment,Industrial Scale X-196,industrial-scale-x-196,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Industrial Scale X-196 is designed for high performance in medical equipment applications.,"Model: JKR-196
Power: 220V
Material: High Grade",2907,2470.95,TRUE,Standard,JKR-196-SKU,141,available,1.5
Diagnostic Tools,Advanced Cylinder X-197,advanced-cylinder-x-197,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Advanced Cylinder X-197 is designed for high performance in diagnostic tools applications.,"Model: JKR-197
Power: 220V
Material: High Grade",4177,3550.45,TRUE,Standard,JKR-197-SKU,130,available,1.5
Surgical Supplies,Portable Meter X-198,portable-meter-x-198,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Portable Meter X-198 is designed for high performance in surgical supplies applications.,"Model: JKR-198
Power: 220V
Material: High Grade",617,524.45,TRUE,Standard,JKR-198-SKU,403,available,1.5
Surgical Supplies,Automatic Needles X-199,automatic-needles-x-199,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Automatic Needles X-199 is designed for high performance in surgical supplies applications.,"Model: JKR-199
Power: 220V
Material: High Grade",824,700.4,TRUE,Standard,JKR-199-SKU,366,available,1.5
Laboratory,Compact Ventilator X-200,compact-ventilator-x-200,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,"Fast delivery
Quality certified
Warranty 1 year",This Compact Ventilator X-200 is designed for high performance in laboratory applications.,"Model: JKR-200
Power: 220V
Material: High Grade",4479,3807.15,TRUE,Standard,JKR-200-SKU,26,available,1.5
